id,label,type,category,template_strings,obsolete,enableForImmersion
views.pages.explore.dialect.reports.words_without_part_of_speech,views.pages.explore.dialect.reports.words_without_part_of_speech,phrase,views_pages_explore_dialect_reports,,,false
views.pages.explore.dialect.reports.words_without_pictures,views.pages.explore.dialect.reports.words_without_pictures,phrase,views_pages_explore_dialect_reports,,,false
views.pages.explore.dialect.reports.words_without_pronunciation,views.pages.explore.dialect.reports.words_without_pronunciation,phrase,views_pages_explore_dialect_reports,,,false
views.pages.explore.dialect.reports.words_without_related_phrases,views.pages.explore.dialect.reports.words_without_related_phrases,phrase,views_pages_explore_dialect_reports,,,false
views.pages.explore.dialect.reports.words_without_source,views.pages.explore.dialect.reports.words_without_source,phrase,views_pages_explore_dialect_reports,,,false
views.pages.explore.dialect.reports.words_without_videos,views.pages.explore.dialect.reports.words_without_videos,phrase,views_pages_explore_dialect_reports,,,false
views.pages.explore.dialect.users.address,views.pages.explore.dialect.users.address,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.create_new_user,views.pages.explore.dialect.users.create_new_user,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.email,views.pages.explore.dialect.users.email,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.email_address,views.pages.explore.dialect.users.email_address,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.first_name,views.pages.explore.dialect.users.first_name,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.last_name,views.pages.explore.dialect.users.last_name,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.user_updated_successfully,views.pages.explore.dialect.users.user_updated_successfully,phrase,views_pages_explore_dialect_users,,,false
views.pages.explore.dialect.users.username,views.pages.explore.dialect.users.username,phrase,views_pages_explore_dialect_users,,,false
views.pages.get_started.accept_donations,views.pages.get_started.accept_donations,phrase,views_pages_get_started,,,false
views.pages.get_started.additional_fv_projects,views.pages.get_started.additional_fv_projects,phrase,views_pages_get_started,,,false
views.pages.get_started.contact_us,views.pages.get_started.contact_us,phrase,views_pages_get_started,,,false
views.pages.get_started.contact_copy_one,views.pages.get_started.contact_copy_one,phrase,views_pages_get_started,,,false
views.pages.get_started.contact_copy_two,views.pages.get_started.contact_copy_two,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_one,views.pages.get_started.copy_one,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_two,views.pages.get_started.copy_two,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_three,views.pages.get_started.copy_three,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_four,views.pages.get_started.copy_four,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_five,views.pages.get_started.copy_five,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_six,views.pages.get_started.copy_six,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_seven,views.pages.get_started.copy_seven,phrase,views_pages_get_started,,,false
views.pages.get_started.copy_eight,views.pages.get_started.copy_eight,phrase,views_pages_get_started,,,false
views.pages.get_started.description,views.pages.get_started.description,phrase,views_pages_get_started,,,false
views.pages.get_started.donate,views.pages.get_started.donate,phrase,views_pages_get_started,,,false
views.pages.get_started.firstvoices_and_mapping_manager,views.pages.get_started.firstvoices_and_mapping_manager,phrase,views_pages_get_started,,,false
views.pages.get_started.gratefully_acknowledge,views.pages.get_started.gratefully_acknowledge,phrase,views_pages_get_started,,,false
views.pages.get_started.interest,views.pages.get_started.interest,phrase,views_pages_get_started,,,false
views.pages.get_started.more_info_contact,views.pages.get_started.more_info_contact,phrase,views_pages_get_started,,,false
views.pages.get_started.what_is_firstvoices,views.pages.get_started.what_is_firstvoices,phrase,views_pages_get_started,,,false
views.pages.get_started.page,views.pages.get_started.page,phrase,views_pages_get_started,,,false
views.pages.home.compatibility,views.pages.home.compatibility,phrase,views_pages_home,,,false
views.pages.home.language_map,views.pages.home.language_map,phrase,views_pages_home,,,false
views.pages.home.news_and_updates,views.pages.home.news_and_updates,phrase,views_pages_home,,,false
views.pages.home.tools_and_resources,views.pages.home.tools_and_resources,phrase,views_pages_home,,,false
views.pages.home.copy_one,views.pages.home.copy_one,phrase,views_pages_home,,,false
views.pages.home.suggested_browsers,views.pages.home.suggested_browsers,phrase,views_pages_home,,,false
views.pages.home.chrome,views.pages.home.chrome,phrase,views_pages_home,,,false
views.pages.home.recommended_fonts,views.pages.home.recommended_fonts,phrase,views_pages_home,,,false
views.pages.home.copy_two,views.pages.home.copy_two,phrase,views_pages_home,,,false
views.pages.home.still_visit_old_site,views.pages.home.still_visit_old_site,phrase,views_pages_home,,,false
views.pages.intro.ch_alt,views.pages.intro.ch_alt,phrase,views_pages_intro,,,false
views.pages.intro.fntc_alt,views.pages.intro.fntc_alt,phrase,views_pages_intro,,,false
views.pages.intro.legacy_alt,views.pages.intro.legacy_alt,phrase,views_pages_intro,,,false
views.pages.intro.marr_alt,views.pages.intro.marr_alt,phrase,views_pages_intro,,,false
views.pages.intro.new_relationship_trust,views.pages.intro.new_relationship_trust,phrase,views_pages_intro,,,false
views.pages.intro.pfhlcc_alt,views.pages.intro.pfhlcc_alt,phrase,views_pages_intro,,,false
views.pages.intro.supporter_acknowledge,views.pages.intro.supporter_acknowledge,phrase,views_pages_intro,,,false
views.pages.kids.enter,views.pages.kids.enter,phrase,views_pages_kids,,,false
views.pages.search.definition_s,views.pages.search.definition_s,phrase,views_pages_search,,,false
views.pages.search.filter_items,views.pages.search.filter_items,phrase,views_pages_search,,,false
views.pages.search.part_of_speech,views.pages.search.part_of_speech,phrase,views_pages_search,,,false
views.pages.search.pronunciation,views.pages.search.pronunciation,phrase,views_pages_search,,,false
views.pages.search.search_results,views.pages.search.search_results,phrase,views_pages_search,,,false
views.pages.search.translation_s,views.pages.search.translation_s,phrase,views_pages_search,,,false
views.pages.search.no_tasks,views.pages.search.no_tasks,phrase,views_pages_search,,,false
views.pages.search.request_approved,views.pages.search.request_approved,phrase,views_pages_search,,,false
views.pages.search.request_to_join,views.pages.search.request_to_join,phrase,views_pages_search,,,false
views.pages.search.approve_reject_request_to_enable,views.pages.search.approve_reject_request_to_enable,phrase,views_pages_search,,,false
views.pages.search.approve_reject_request_to_disable,views.pages.search.approve_reject_request_to_disable,phrase,views_pages_search,,,false
views.pages.search.approve_reject_request_to_publish,views.pages.search.approve_reject_request_to_publish,phrase,views_pages_search,,,false
views.pages.search.approve_reject_request_to_unpublish,views.pages.search.approve_reject_request_to_unpublish,phrase,views_pages_search,,,false
views.pages.users.password,views.pages.users.password,phrase,views_pages_users,,,false
views.pages.users.username,views.pages.users.username,phrase,views_pages_users,,,false
views.pages.users.forgot.forgot_copy,views.pages.users.forgot.forgot_copy,phrase,views_pages_users_forgot,,,false
views.pages.users.group.comment_attached,views.pages.users.group.comment_attached,phrase,views_pages_users_group,,,false
views.pages.users.group.comment_optional,views.pages.users.group.comment_optional,phrase,views_pages_users_group,,,false
views.pages.users.group.group_permissions,views.pages.users.group.group_permissions,phrase,views_pages_users_group,,,false
views.pages.users.group.group_to_add_user_to,views.pages.users.group.group_to_add_user_to,phrase,views_pages_users_group,,,false
views.pages.users.group.only_one_per_user,views.pages.users.group.only_one_per_user,phrase,views_pages_users_group,,,false
views.pages.users.login.forgot_password,views.pages.users.login.forgot_password,phrase,views_pages_users_login,,,false
views.pages.users.login.incorrect_username_password,views.pages.users.login.incorrect_username_password,phrase,views_pages_users_login,,,false
views.pages.users.login.login_successful,views.pages.users.login.login_successful,phrase,views_pages_users_login,,,false
views.pages.users.login.new_to_firstvoices,views.pages.users.login.new_to_firstvoices,phrase,views_pages_users_login,,,false
views.pages.users.login.processing_request,views.pages.users.login.processing_request,phrase,views_pages_users_login,,,false
views.pages.users.login.sign_in,views.pages.users.login.sign_in,phrase,views_pages_users_login,,,false
views.pages.users.login.sign_in_below,views.pages.users.login.sign_in_below,phrase,views_pages_users_login,,,false
views.pages.users.login.user_login,views.pages.users.login.user_login,phrase,views_pages_users_login,,,false
views.pages.users.login.you_are_signed_in,views.pages.users.login.you_are_signed_in,phrase,views_pages_users_login,,,false
views.pages.users.profile.my_profile,views.pages.users.profile.my_profile,phrase,views_pages_users_profile,,,false
views.pages.users.register.user_request_success,views.pages.users.register.user_request_success,phrase,views_pages_users_register,,,false
